recno,M1,M2,R2,Per,Sep,logJ,logjsys,logjmg,logjgr,logjca,logjtot,logMLR2,zeta,logT2,log(g2),logL2,Pdot,logt,logt0,Step,Teff2,UxMag,BxMag,BMag,VMag,RMag,IMag,JMag,HMag,KMag,LMag,L'Mag,M'Mag,X,SpT
92,0.75,0.131,0.174,1.8437,0.729,50.733,34.032,33.806,33.639,32.399,34.042,-10.132,0.713,3.488,5.073,30.971,-6.74E-14,9.15216,8.8996,1.36E7,3076,17.05,15.26,15.3,13.82,12.67,11.07,9.28,8.69,8.39,8.12,8.0,8.16,14.83,M5.2
93,0.75,0.132,0.175,1.8517,0.731,50.737,34.033,33.808,33.641,32.407,34.044,-10.13,0.713,3.488,5.071,30.978,-6.7E-14,9.14799,8.89212,1.35E7,3076,17.03,15.25,15.28,13.81,12.66,11.06,9.27,8.68,8.38,8.11,7.98,8.15,14.83,M5.2
94,0.75,0.133,0.176,1.8596,0.733,50.74,34.035,33.81,33.643,32.416,34.046,-10.128,0.711,3.489,5.07,30.985,-6.72E-14,9.14381,8.88454,1.34E7,3083,16.98,15.2,15.24,13.76,12.62,11.03,9.25,8.66,8.36,8.09,7.97,8.13,14.86,M5.1
95,0.75,0.134,0.177,1.8675,0.736,50.744,34.037,33.812,33.645,32.424,34.048,-10.126,0.712,3.49,5.069,30.993,-6.66E-14,9.1396,8.87686,1.34E7,3090,16.92,15.16,15.19,13.72,12.58,11.0,9.23,8.64,8.34,8.07,7.95,8.11,14.9,M5.1
96,0.75,0.135,0.178,1.8753,0.738,50.748,34.039,33.814,33.646,32.433,34.05,-10.123,0.708,3.49,5.067,31.0,-6.61E-14,9.13537,8.86909,1.33E7,3090,16.9,15.14,15.18,13.71,12.57,10.99,9.22,8.63,8.33,8.06,7.94,8.1,14.9,M5.1
97,0.75,0.136,0.179,1.883,0.74,50.751,34.041,33.816,33.648,32.442,34.052,-10.12,0.704,3.491,5.066,31.006,-6.53E-14,9.13112,8.86122,1.32E7,3097,16.85,15.1,15.13,13.67,12.53,10.96,9.2,8.61,8.31,8.04,7.92,8.08,14.93,M5.1
98,0.75,0.137,0.18,1.8906,0.743,50.755,34.043,33.818,33.65,32.451,34.054,-10.118,0.698,3.491,5.065,31.013,-6.5E-14,9.12687,8.85326,1.31E7,3097,16.84,15.08,15.12,13.65,12.52,10.95,9.19,8.6,8.3,8.03,7.91,8.07,14.93,M5.1
99,0.75,0.138,0.181,1.898,0.745,50.758,34.045,33.82,33.652,32.46,34.056,-10.116,0.696,3.492,5.063,31.02,-6.52E-14,9.12259,8.8452,1.31E7,3105,16.78,15.04,15.08,13.61,12.48,10.92,9.17,8.58,8.28,8.02,7.89,8.05,14.97,M5.0
100,0.75,0.139,0.182,1.9055,0.747,50.762,34.047,33.822,33.654,32.467,34.058,-10.115,0.697,3.493,5.062,31.028,-6.53E-14,9.11829,8.83701,1.3E7,3112,16.72,15.0,15.03,13.57,12.45,10.89,9.15,8.56,8.26,8.0,7.88,8.04,15.0,M5.0
101,0.75,0.14,0.183,1.913,0.749,50.766,34.049,33.824,33.656,32.475,34.06,-10.113,0.698,3.493,5.061,31.035,-6.53E-14,9.11396,8.8287,1.3E7,3112,16.71,14.98,15.02,13.56,12.43,10.87,9.13,8.55,8.25,7.99,7.87,8.02,15.0,M5.0
102,0.75,0.141,0.184,1.9204,0.752,50.769,34.051,33.825,33.658,32.483,34.062,-10.111,0.698,3.494,5.06,31.042,-6.56E-14,9.10961,8.82027,1.29E7,3119,16.66,14.94,14.98,13.52,12.4,10.85,9.12,8.53,8.23,7.97,7.85,8.01,15.04,M5.0
103,0.75,0.142,0.184,1.9278,0.754,50.772,34.053,33.827,33.66,32.491,34.065,-10.109,0.699,3.495,5.058,31.049,-6.54E-14,9.10523,8.8117,1.28E7,3126,16.61,14.91,14.94,13.49,12.37,10.83,9.11,8.53,8.23,7.97,7.85,8.0,15.08,M4.9
104,0.75,0.143,0.185,1.9352,0.756,50.776,34.055,33.829,33.662,32.499,34.067,-10.107,0.697,3.495,5.057,31.056,-6.53E-14,9.10082,8.803,1.28E7,3126,16.6,14.9,14.93,13.47,12.36,10.82,9.1,8.51,8.22,7.95,7.84,7.99,15.07,M4.9
105,0.75,0.144,0.186,1.9425,0.758,50.779,34.057,33.831,33.664,32.507,34.069,-10.106,0.697,3.496,5.056,31.062,-6.56E-14,9.09639,8.79416,1.28E7,3133,16.55,14.85,14.89,13.43,12.32,10.79,9.08,8.5,8.2,7.94,7.82,7.97,15.11,M4.9
106,0.75,0.145,0.187,1.9498,0.76,50.783,34.058,33.833,33.666,32.514,34.071,-10.104,0.698,3.497,5.055,31.069,-6.57E-14,9.09194,8.78518,1.27E7,3141,16.49,14.81,14.84,13.39,12.29,10.76,9.06,8.48,8.18,7.92,7.8,7.96,15.15,M4.8
107,0.75,0.146,0.188,1.9572,0.763,50.786,34.06,33.835,33.668,32.522,34.073,-10.102,0.698,3.497,5.054,31.076,-6.56E-14,9.08745,8.77603,1.26E7,3141,16.48,14.8,14.83,13.38,12.27,10.75,9.05,8.47,8.17,7.91,7.79,7.94,15.15,M4.9
108,0.75,0.147,0.189,1.9644,0.765,50.789,34.062,33.837,33.669,32.529,34.075,-10.1,0.698,3.498,5.053,31.082,-6.54E-14,9.08294,8.76674,1.26E7,3148,16.42,14.75,14.79,13.34,12.24,10.72,9.03,8.45,8.15,7.89,7.78,7.93,15.19,M4.8
109,0.75,0.148,0.19,1.9716,0.767,50.793,34.064,33.839,33.671,32.537,34.077,-10.099,0.697,3.499,5.051,31.089,-6.6E-14,9.0784,8.75728,1.26E7,3155,16.37,14.71,14.74,13.3,12.2,10.69,9.01,8.43,8.13,7.88,7.76,7.91,15.23,M4.8
110,0.75,0.149,0.191,1.9789,0.769,50.796,34.066,33.84,33.673,32.544,34.079,-10.097,0.7,3.499,5.05,31.095,-6.57E-14,9.07382,8.74765,1.25E7,3155,16.36,14.7,14.73,13.29,12.19,10.68,9.0,8.42,8.12,7.86,7.75,7.9,15.23,M4.8
111,0.75,0.15,0.192,1.9861,0.771,50.799,34.068,33.842,33.675,32.552,34.081,-10.095,0.698,3.5,5.049,31.102,-6.59E-14,9.06922,8.73784,1.24E7,3162,16.3,14.65,14.69,13.24,12.15,10.65,8.98,8.4,8.1,7.85,7.74,7.88,15.27,M4.7
112,0.75,0.151,0.192,1.9933,0.773,50.803,34.069,33.844,33.677,32.559,34.083,-10.093,0.699,3.5,5.048,31.108,-6.56E-14,9.06459,8.72784,1.24E7,3162,16.3,14.65,14.69,13.24,12.15,10.65,8.98,8.4,8.1,7.85,7.74,7.88,15.27,M4.7
113,0.75,0.152,0.193,2.0004,0.776,50.806,34.071,33.846,33.678,32.567,34.085,-10.092,0.697,3.501,5.047,31.114,-6.62E-14,9.05993,8.71766,1.24E7,3170,16.25,14.61,14.64,13.2,12.12,10.62,8.96,8.38,8.09,7.83,7.72,7.86,15.31,M4.7
114,0.75,0.153,0.194,2.0076,0.778,50.809,34.073,33.848,33.68,32.573,34.086,-10.09,0.7,3.501,5.046,31.121,-6.61E-14,9.05523,8.70726,1.23E7,3170,16.23,14.6,14.63,13.19,12.1,10.61,8.95,8.37,8.08,7.82,7.71,7.85,15.31,M4.7
115,0.75,0.154,0.195,2.0147,0.78,50.812,34.075,33.849,33.682,32.581,34.088,-10.088,0.699,3.502,5.045,31.127,-6.62E-14,9.0505,8.69665,1.22E7,3177,16.18,14.55,14.59,13.15,12.07,10.58,8.93,8.35,8.06,7.81,7.69,7.84,15.35,M4.7
116,0.75,0.155,0.196,2.0218,0.782,50.815,34.076,33.851,33.684,32.588,34.09,-10.087,0.7,3.503,5.043,31.133,-6.64E-14,9.04574,8.68581,1.22E7,3184,16.13,14.51,14.55,13.11,12.03,10.55,8.91,8.33,8.04,7.79,7.68,7.82,15.39,M4.6
117,0.75,0.156,0.197,2.0289,0.784,50.818,34.078,33.853,33.685,32.594,34.092,-10.086,0.701,3.503,5.042,31.139,-6.67E-14,9.04094,8.67474,1.22E7,3184,16.11,14.5,14.53,13.1,12.02,10.54,8.9,8.32,8.03,7.78,7.67,7.81,15.39,M4.6
118,0.75,0.157,0.198,2.036,0.786,50.822,34.08,33.854,33.687,32.601,34.094,-10.084,0.703,3.504,5.041,31.145,-6.72E-14,9.0361,8.66341,1.21E7,3192,16.06,14.45,14.49,13.06,11.98,10.51,8.88,8.31,8.01,7.76,7.65,7.79,15.43,M4.6
119,0.75,0.158,0.199,2.0432,0.788,50.825,34.081,33.856,33.689,32.608,34.096,-10.084,0.706,3.504,5.04,31.151,-6.79E-14,9.03122,8.65181,1.21E7,3192,16.05,14.44,14.48,13.05,11.97,10.5,8.87,8.29,8.0,7.75,7.64,7.78,15.43,M4.6
120,0.75,0.159,0.2,2.0504,0.79,50.828,34.083,33.858,33.69,32.614,34.098,-10.084,0.71,3.505,5.039,31.157,-6.97E-14,9.02629,8.63991,1.21E7,3199,15.99,14.4,14.44,13.01,11.93,10.48,8.85,8.28,7.98,7.74,7.63,7.77,15.48,M4.5
121,0.75,0.16,0.201,2.0578,0.793,50.831,34.085,33.859,33.692,32.618,34.099,-10.083,0.722,3.505,5.038,31.163,-6.96E-14,9.0213,8.62765,1.21E7,3199,15.98,14.39,14.42,12.99,11.92,10.46,8.84,8.27,7.97,7.72,7.62,7.75,15.48,M4.5
122,0.75,0.161,0.201,2.0652,0.795,50.834,34.086,33.861,33.693,32.625,34.101,-10.081,0.721,3.506,5.036,31.169,-6.92E-14,9.01626,8.61508,1.2E7,3206,15.94,14.36,14.39,12.97,11.9,10.45,8.84,8.26,7.97,7.72,7.61,7.75,15.51,M4.5
123,0.75,0.162,0.202,2.0725,0.797,50.837,34.087,33.862,33.695,32.632,34.102,-10.079,0.719,3.506,5.035,31.174,-6.92E-14,9.01119,8.6022,1.2E7,3206,15.93,14.35,14.38,12.96,11.89,10.44,8.82,8.25,7.96,7.71,7.6,7.74,15.51,M4.5
124,0.75,0.163,0.203,2.0798,0.799,50.84,34.089,33.864,33.696,32.639,34.104,-10.078,0.719,3.506,5.034,31.179,-6.93E-14,9.00608,8.58896,1.2E7,3206,15.92,14.34,14.37,12.95,11.88,10.43,8.81,8.24,7.95,7.7,7.59,7.73,15.51,M4.5
125,0.75,0.164,0.204,2.0871,0.801,50.843,34.09,33.865,33.698,32.645,34.106,-10.076,0.719,3.507,5.033,31.184,-6.91E-14,9.00092,8.57536,1.19E7,3214,15.88,14.3,14.33,12.91,11.85,10.4,8.8,8.22,7.93,7.68,7.58,7.71,15.55,M4.4
126,0.75,0.165,0.205,2.0943,0.803,50.846,34.092,33.866,33.699,32.652,34.107,-10.075,0.717,3.507,5.032,31.19,-6.95E-14,8.99573,8.56137,1.19E7,3214,15.86,14.29,14.32,12.9,11.84,10.39,8.78,8.21,7.92,7.67,7.57,7.7,15.55,M4.4
127,0.75,0.166,0.206,2.1015,0.806,50.849,34.093,33.868,33.701,32.658,34.109,-10.073,0.72,3.507,5.031,31.195,-6.89E-14,8.99048,8.54695,1.18E7,3214,15.85,14.28,14.31,12.89,11.83,10.38,8.77,8.2,7.91,7.66,7.56,7.69,15.55,M4.4
128,0.75,0.167,0.207,2.1087,0.808,50.852,34.095,33.869,33.702,32.665,34.111,-10.072,0.716,3.508,5.03,31.2,-6.93E-14,8.98519,8.53211,1.18E7,3221,15.81,14.24,14.27,12.85,11.79,10.35,8.76,8.18,7.89,7.65,7.54,7.68,15.59,M4.4
129,0.75,0.168,0.208,2.1159,0.81,50.855,34.096,33.871,33.703,32.671,34.112,-10.07,0.718,3.508,5.028,31.205,-6.87E-14,8.97985,8.51678,1.18E7,3221,15.79,14.23,14.26,12.84,11.78,10.34,8.75,8.17,7.88,7.64,7.53,7.67,15.59,M4.4
130,0.75,0.169,0.209,2.1229,0.812,50.858,34.098,33.872,33.705,32.678,34.114,-10.069,0.715,3.508,5.027,31.21,-6.92E-14,8.97447,8.50096,1.17E7,3221,15.78,14.22,14.25,12.83,11.77,10.33,8.74,8.16,7.87,7.63,7.52,7.66,15.59,M4.4
131,0.75,0.17,0.209,2.1301,0.814,50.861,34.099,33.874,33.706,32.684,34.115,-10.068,0.717,3.509,5.026,31.215,-6.92E-14,8.96904,8.48459,1.17E7,3228,15.75,14.19,14.22,12.81,11.75,10.32,8.73,8.15,7.86,7.62,7.52,7.65,15.62,M4.4
132,0.75,0.171,0.21,2.1371,0.816,50.863,34.1,33.875,33.708,32.691,34.117,-10.066,0.717,3.509,5.025,31.22,-6.9E-14,8.96355,8.46763,1.16E7,3228,15.74,14.18,14.21,12.8,11.74,10.31,8.72,8.14,7.85,7.61,7.51,7.64,15.62,M4.4
133,0.75,0.172,0.211,2.1442,0.818,50.866,34.102,33.876,33.709,32.697,34.119,-10.065,0.716,3.509,5.024,31.225,-6.91E-14,8.95802,8.45006,1.16E7,3228,15.73,14.17,14.2,12.79,11.73,10.3,8.71,8.13,7.84,7.6,7.5,7.63,15.62,M4.4
134,0.75,0.173,0.212,2.1512,0.82,50.869,34.103,33.878,33.711,32.703,34.12,-10.063,0.716,3.51,5.023,31.23,-6.9E-14,8.95243,8.4318,1.16E7,3236,15.68,14.13,14.16,12.75,11.7,10.27,8.69,8.12,7.83,7.58,7.48,7.62,15.66,M4.3
135,0.75,0.174,0.213,2.1582,0.822,50.872,34.105,33.879,33.712,32.71,34.122,-10.062,0.716,3.51,5.022,31.235,-6.9E-14,8.94679,8.4128,1.15E7,3236,15.67,14.12,14.15,12.74,11.69,10.26,8.68,8.1,7.82,7.57,7.47,7.61,15.66,M4.3
136,0.75,0.175,0.214,2.1652,0.824,50.875,34.106,33.881,33.713,32.716,34.123,-10.06,0.715,3.51,5.021,31.24,-6.89E-14,8.94109,8.39301,1.15E7,3236,15.66,14.11,14.14,12.73,11.68,10.25,8.67,8.09,7.81,7.56,7.46,7.59,15.66,M4.3
137,0.75,0.176,0.215,2.1721,0.827,50.878,34.107,33.882,33.715,32.722,34.125,-10.059,0.714,3.511,5.02,31.244,-6.9E-14,8.93534,8.37235,1.14E7,3243,15.61,14.07,14.1,12.69,11.65,10.23,8.65,8.08,7.79,7.55,7.45,7.58,15.7,M4.3
138,0.75,0.177,0.216,2.179,0.829,50.88,34.109,33.883,33.716,32.728,34.127,-10.057,0.715,3.511,5.019,31.249,-6.88E-14,8.92954,8.35073,1.14E7,3243,15.6,14.06,14.09,12.68,11.64,10.22,8.64,8.07,7.78,7.54,7.44,7.57,15.7,M4.3
139,0.75,0.178,0.216,2.1859,0.831,50.883,34.11,33.885,33.718,32.735,34.128,-10.055,0.714,3.511,5.018,31.254,-6.87E-14,8.92367,8.32806,1.14E7,3243,15.6,14.06,14.09,12.68,11.64,10.22,8.64,8.07,7.78,7.54,7.44,7.57,15.7,M4.3
140,0.75,0.179,0.217,2.1928,0.833,50.886,34.112,33.886,33.719,32.741,34.13,-10.054,0.713,3.512,5.017,31.259,-6.9E-14,8.91775,8.30423,1.13E7,3251,15.56,14.02,14.05,12.65,11.6,10.19,8.62,8.05,7.76,7.52,7.42,7.56,15.74,M4.3
141,0.75,0.18,0.218,2.1996,0.835,50.889,34.113,33.888,33.72,32.747,34.131,-10.052,0.715,3.512,5.015,31.263,-6.84E-14,8.91176,8.27909,1.13E7,3251,15.55,14.01,14.04,12.64,11.59,10.18,8.61,8.04,7.75,7.51,7.41,7.55,15.74,M4.3
142,0.75,0.181,0.219,2.2064,0.837,50.891,34.114,33.889,33.722,32.754,34.133,-10.051,0.71,3.512,5.014,31.268,-6.87E-14,8.90571,8.25253,1.12E7,3251,15.53,14.0,14.03,12.63,11.58,10.17,8.6,8.03,7.74,7.5,7.4,7.54,15.74,M4.3
143,0.75,0.182,0.22,2.2132,0.839,50.894,34.116,33.89,33.723,32.759,34.134,-10.049,0.712,3.513,5.013,31.273,-6.8E-14,8.8996,8.22433,1.12E7,3258,15.49,13.96,13.99,12.59,11.55,10.15,8.59,8.01,7.73,7.49,7.39,7.52,15.78,M4.2
144,0.75,0.183,0.221,2.2198,0.841,50.897,34.117,33.892,33.724,32.766,34.136,-10.047,0.708,3.513,5.012,31.277,-6.77E-14,8.89344,8.19432,1.11E7,3258,15.48,13.95,13.98,12.58,11.54,10.14,8.58,8.0,7.72,7.48,7.38,7.51,15.78,M4.2
145,0.75,0.184,0.222,2.2264,0.843,50.899,34.119,33.893,33.726,32.773,34.138,-10.044,0.705,3.513,5.011,31.282,-6.65E-14,8.88721,8.16224,1.11E7,3258,15.47,13.94,13.97,12.57,11.53,10.13,8.57,7.99,7.71,7.47,7.37,7.5,15.78,M4.2
146,0.75,0.185,0.222,2.2329,0.845,50.902,34.12,33.895,33.727,32.78,34.139,-10.042,0.698,3.513,5.011,31.286,-6.6E-14,8.88093,8.12785,1.1E7,3258,15.47,13.94,13.97,12.57,11.53,10.13,8.57,7.99,7.71,7.47,7.37,7.5,15.78,M4.2
147,0.75,0.186,0.223,2.2393,0.846,50.904,34.122,33.896,33.729,32.787,34.141,-10.037,0.694,3.514,5.01,31.291,-6.38E-14,8.8746,8.09071,1.09E7,3266,15.42,13.9,13.94,12.54,11.5,10.1,8.55,7.98,7.69,7.46,7.36,7.49,15.82,M4.2
148,0.75,0.187,0.224,2.2453,0.848,50.907,34.123,33.898,33.73,32.796,34.143,-10.033,0.68,3.514,5.009,31.295,-6.18E-14,8.86824,8.05052,1.08E7,3266,15.41,13.89,13.93,12.53,11.49,10.09,8.54,7.97,7.68,7.45,7.35,7.48,15.82,M4.2
149,0.75,0.188,0.225,2.2512,0.85,50.91,34.125,33.899,33.732,32.805,34.145,-10.026,0.667,3.514,5.008,31.299,-5.82E-14,8.86185,8.00669,1.06E7,3266,15.4,13.88,13.92,12.52,11.48,10.08,8.53,7.96,7.67,7.44,7.34,7.47,15.82,M4.2
150,0.75,0.189,0.226,2.2566,0.852,50.912,34.127,33.901,33.734,32.816,34.147,-10.018,0.645,3.515,5.007,31.303,-5.34E-14,8.85546,7.9587,1.04E7,3273,15.36,13.84,13.88,12.48,11.45,10.06,8.51,7.94,7.66,7.42,7.32,7.45,15.86,M4.1
151,0.75,0.19,0.226,2.2615,0.853,50.914,34.129,33.903,33.736,32.828,34.15,-10.008,0.615,3.515,5.007,31.307,-4.68E-14,8.8491,7.9058,1.02E7,3273,15.36,13.84,13.88,12.48,11.45,10.06,8.51,7.94,7.66,7.42,7.32,7.45,15.86,M4.1
152,0.75,0.191,0.227,2.2657,0.855,50.917,34.131,33.906,33.738,32.843,34.153,-9.994,0.577,3.515,5.006,31.311,-3.81E-14,8.8428,7.84709,9870000.0,3273,15.35,13.83,13.87,12.47,11.44,10.05,8.5,7.93,7.65,7.41,7.31,7.44,15.86,M4.1
153,0.75,0.192,0.228,2.269,0.856,50.919,34.134,33.909,33.741,32.861,34.156,-9.978,0.528,3.515,5.006,31.314,-2.64E-14,8.8366,7.78139,9500000.0,3273,15.34,13.82,13.86,12.46,11.43,10.04,8.49,7.92,7.64,7.4,7.3,7.43,15.86,M4.1
154,0.75,0.193,0.228,2.2711,0.857,50.921,34.137,33.912,33.744,32.883,34.161,-9.957,0.467,3.516,5.007,31.317,-1.11E-14,8.83054,7.70715,9050000.0,3281,15.3,13.79,13.83,12.44,11.41,10.02,8.48,7.91,7.63,7.4,7.3,7.43,15.9,M4.1
155,0.75,0.194,0.229,2.272,0.857,50.924,34.141,33.916,33.748,32.908,34.166,-9.931,0.393,3.516,5.007,31.32,8.98E-15,8.8247,7.62219,8530000.0,3281,15.29,13.79,13.82,12.43,11.4,10.01,8.48,7.9,7.62,7.39,7.29,7.42,15.9,M4.1
156,0.75,0.195,0.229,2.2714,0.857,50.926,34.145,33.92,33.753,32.939,34.172,-9.9,0.305,3.516,5.008,31.323,3.49E-14,8.81911,7.5233,7940000.0,3281,15.29,13.79,13.82,12.43,11.4,10.01,8.48,7.9,7.62,7.39,7.29,7.42,15.9,M4.1
157,0.75,0.196,0.229,2.2689,0.857,50.928,34.151,33.925,33.758,32.974,34.179,-9.865,0.204,3.516,5.009,31.324,6.57E-14,8.81385,7.40523,7330000.0,3281,15.29,13.79,13.82,12.43,11.4,10.01,8.48,7.9,7.62,7.39,7.29,7.42,15.9,M4.1
158,0.75,0.197,0.229,2.2647,0.856,50.929,34.157,33.931,33.764,33.014,34.187,-9.825,0.1,3.517,5.011,31.326,1.05E-13,8.80894,7.25748,6680000.0,3289,15.26,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.1
159,0.75,0.198,0.229,2.2586,0.855,50.931,34.163,33.938,33.771,33.059,34.196,-9.78,-0.014,3.517,5.013,31.327,1.53E-13,8.80441,7.05741,6020000.0,3289,15.26,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.1
160,0.75,0.199,0.229,2.2505,0.853,50.932,34.171,33.946,33.778,33.108,34.207,-9.732,-0.129,3.517,5.016,31.327,2.09E-13,8.80029,6.73167,5390000.0,3289,15.26,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.1
161,0.75,0.2,0.229,2.2406,0.851,50.934,34.18,33.954,33.787,33.16,34.219,-9.72,-0.24,3.517,5.019,31.327,2.09E-13,8.79656,0.0,5390000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
162,0.75,0.2,0.229,2.2422,0.851,50.934,34.179,33.954,33.786,,34.179,,0.77,3.517,5.019,31.327,-4.26E-13,8.79649,8.58088,268000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
163,0.75,0.2,0.229,2.2432,0.852,50.934,34.178,33.953,33.786,,34.178,,0.77,3.517,5.019,31.327,-4.25E-13,8.79631,8.58057,268000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
164,0.75,0.2,0.229,2.2442,0.852,50.934,34.178,33.953,33.785,,34.178,,0.77,3.517,5.019,31.327,-4.25E-13,8.79612,8.58027,268000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
165,0.75,0.2,0.229,2.2452,0.852,50.934,34.178,33.952,33.785,,34.178,,0.77,3.517,5.019,31.327,-4.25E-13,8.79593,8.57996,269000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
166,0.75,0.2,0.229,2.2462,0.852,50.934,34.177,33.952,33.784,,34.177,,0.77,3.517,5.019,31.327,-4.25E-13,8.79575,8.57965,269000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
167,0.75,0.2,0.229,2.2472,0.853,50.934,34.177,33.951,33.784,,34.177,,0.77,3.517,5.019,31.327,-4.24E-13,8.79556,8.57935,269000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
168,0.75,0.2,0.229,2.2482,0.853,50.934,34.176,33.951,33.784,,34.176,,0.77,3.517,5.019,31.327,-4.24E-13,8.79537,8.57904,269000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
169,0.75,0.2,0.229,2.2492,0.853,50.934,34.176,33.95,33.783,,34.176,,0.77,3.517,5.019,31.327,-4.23E-13,8.79519,8.57873,269000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
170,0.75,0.2,0.229,2.2502,0.853,50.934,34.175,33.95,33.783,,34.175,,0.77,3.517,5.019,31.327,-4.23E-13,8.795,8.57842,270000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
171,0.75,0.2,0.229,2.2512,0.854,50.935,34.175,33.949,33.782,,34.175,,0.77,3.517,5.019,31.327,-4.23E-13,8.79481,8.57811,270000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
172,0.75,0.2,0.229,2.2522,0.854,50.935,34.174,33.949,33.782,,34.174,,0.77,3.517,5.019,31.327,-4.23E-13,8.79462,8.5778,270000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
173,0.75,0.2,0.229,2.2532,0.854,50.935,34.174,33.949,33.781,,34.174,,0.77,3.517,5.019,31.327,-4.22E-13,8.79443,8.57749,270000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
174,0.75,0.2,0.229,2.2542,0.854,50.935,34.174,33.948,33.781,,34.174,,0.77,3.517,5.019,31.327,-4.22E-13,8.79425,8.57718,270000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
175,0.75,0.2,0.229,2.2552,0.855,50.935,34.173,33.948,33.78,,34.173,,0.77,3.517,5.019,31.327,-4.22E-13,8.79406,8.57687,271000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
176,0.75,0.2,0.229,2.2562,0.855,50.935,34.173,33.947,33.78,,34.173,,0.77,3.517,5.019,31.327,-4.21E-13,8.79387,8.57656,271000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
177,0.75,0.2,0.229,2.2572,0.855,50.935,34.172,33.947,33.779,,34.172,,0.77,3.517,5.019,31.327,-4.21E-13,8.79368,8.57625,271000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
178,0.75,0.2,0.229,2.2582,0.855,50.935,34.172,33.946,33.779,,34.172,,0.77,3.517,5.019,31.327,-4.21E-13,8.79349,8.57594,271000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
179,0.75,0.2,0.229,2.2592,0.856,50.935,34.171,33.946,33.779,,34.171,,0.77,3.517,5.019,31.327,-4.2E-13,8.7933,8.57562,271000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
180,0.75,0.2,0.229,2.2602,0.856,50.935,34.171,33.945,33.778,,34.171,,0.77,3.517,5.019,31.327,-4.2E-13,8.79311,8.57531,272000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
181,0.75,0.2,0.229,2.2612,0.856,50.935,34.17,33.945,33.778,,34.17,,0.77,3.517,5.019,31.327,-4.2E-13,8.79292,8.575,272000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
182,0.75,0.2,0.229,2.2622,0.856,50.935,34.17,33.945,33.777,,34.17,,0.77,3.517,5.019,31.327,-4.19E-13,8.79273,8.57468,272000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
183,0.75,0.2,0.229,2.2632,0.857,50.935,34.169,33.944,33.777,,34.169,,0.77,3.517,5.019,31.327,-4.19E-13,8.79254,8.57437,272000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
